CNPJ_Companhia;Nome_Companhia;Data_Referencia;Versao;Codigo_CVM;Categoria;Tipo;Data_Entrega;Tipo_Apresentacao;Motivo_Reapresentacao;Protocolo_Entrega;Link_Download,,,,,,
43.513.237/0001-89;AUTOMOB S.A.;2024-07-01;1;27413;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-12;AP - Apresentação;;027413IPE010720240104551606-30;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1270270&numSequencia=794996&numVersao=1,,,,,,
43.513.237/0001-89;AUTOMOB S.A.;2024-08-01;1;27413;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-10;AP - Apresentação;;027413IPE010820240104554502-43;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1280671&numSequencia=805397&numVersao=1,,,,,,
43.513.237/0001-89;AUTOMOB S.A.;2024-08-01;2;27413;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-10;RE - Reapresentação Espontânea;Inclusão de diretor estatutário.;027413IPE010820240204554502-43;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1290747&numSequencia=815473&numVersao=2,,,,,,
43.513.237/0001-89;AUTOMOB S.A.;2024-09-01;1;27413;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-10;AP - Apresentação;;027413IPE010920240104557504-70;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1290749&numSequencia=815475&numVersao=1,,,,,,
43.514.079/0001-81;CLI SUL S.A.;2024-01-01;1;27243;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-05;AP - Apresentação;;027243IPE010120240104532701-81;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1189623&numSequencia=714349&numVersao=1,,,,,,
43.514.079/0001-81;CLI SUL S.A.;2024-02-01;1;27243;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-08;AP - Apresentação;;027243IPE010220240104535905-81;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1204849&numSequencia=729575&numVersao=1,,,,,,
43.514.079/0001-81;CLI SUL S.A.;2024-03-01;1;27243;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-03;AP - Apresentação;;027243IPE010320240104538507-12;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1217440&numSequencia=742166&numVersao=1,,,,,,
43.514.079/0001-81;CLI SUL S.A.;2024-04-01;1;27243;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-07;AP - Apresentação;;027243IPE010420240104541906-04;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1233562&numSequencia=758288&numVersao=1,,,,,,
43.514.079/0001-81;CLI SUL S.A.;2024-05-01;1;27243;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-03;AP - Apresentação;;027243IPE010520240104544601-66;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1245213&numSequencia=769939&numVersao=1,,,,,,
43.514.079/0001-81;CLI SUL S.A.;2024-06-01;1;27243;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-04;AP - Apresentação;;027243IPE010620240104547703-28;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1256792&numSequencia=781518&numVersao=1,,,,,,
43.514.079/0001-81;CLI SUL S.A.;2024-07-01;1;27243;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-05;AP - Apresentação;;027243IPE010720240104550903-66;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1266791&numSequencia=791517&numVersao=1,,,,,,
43.514.079/0001-81;CLI SUL S.A.;2024-08-01;1;27243;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-04;AP - Apresentação;;027243IPE010820240104553905-89;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1278461&numSequencia=803187&numVersao=1,,,,,,
43.514.079/0001-81;CLI SUL S.A.;2024-09-01;1;27243;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-02;AP - Apresentação;;027243IPE010920240104556707-00;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1287439&numSequencia=812165&numVersao=1,,,,,,
43.514.079/0001-81;CLI SUL S.A.;2024-10-01;1;27243;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-08;AP - Apresentação;;027243IPE011020240104560407-64;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1300850&numSequencia=825576&numVersao=1,,,,,,
43.776.517/0001-80;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;2024-01-01;1;14443;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-08;AP - Apresentação;;014443IPE010120240104533004-62;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1191620&numSequencia=716346&numVersao=1,,,,,,
43.776.517/0001-80;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;2024-02-01;1;14443;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-06;AP - Apresentação;;014443IPE010220240104535704-96;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1203811&numSequencia=728537&numVersao=1,,,,,,
43.776.517/0001-80;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;2024-03-01;1;14443;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-05;AP - Apresentação;;014443IPE010320240104538704-64;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1218853&numSequencia=743579&numVersao=1,,,,,,
43.776.517/0001-80;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;2024-04-01;1;14443;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-10;AP - Apresentação;;014443IPE010420240104542204-14;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1236805&numSequencia=761531&numVersao=1,,,,,,
43.776.517/0001-80;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;2024-05-01;1;14443;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-07;AP - Apresentação;;014443IPE010520240104545004-37;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1247791&numSequencia=772517&numVersao=1,,,,,,
43.776.517/0001-80;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;2024-06-01;1;14443;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-10;AP - Apresentação;;014443IPE010620240104548304-94;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1258746&numSequencia=783472&numVersao=1,,,,,,
43.776.517/0001-80;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;2024-07-01;1;14443;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-09;AP - Apresentação;;014443IPE010720240104551304-50;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1269916&numSequencia=794642&numVersao=1,,,,,,
43.776.517/0001-80;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;2024-07-01;2;14443;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-10;RE - Reapresentação Espontânea;Exclusão de acionista controlador;014443IPE010720240204551304-50;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1280973&numSequencia=805699&numVersao=2,,,,,,
43.776.517/0001-80;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;2024-08-01;1;14443;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-10;AP - Apresentação;;014443IPE010820240104554505-38;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1281066&numSequencia=805792&numVersao=1,,,,,,
43.776.517/0001-80;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;2024-09-01;1;14443;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-10;AP - Apresentação;;014443IPE010920240104557505-75;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1290802&numSequencia=815528&numVersao=1,,,,,,
43.948.405/0001-69;LUPO S.A.;2024-01-01;1;26506;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-09;AP - Apresentação;;026506IPE010120240104533107-44;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1192073&numSequencia=716799&numVersao=1,,,,,,
43.948.405/0001-69;LUPO S.A.;2024-02-01;1;26506;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-05;AP - Apresentação;;026506IPE010220240104535606-76;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1202955&numSequencia=727681&numVersao=1,,,,,,
43.948.405/0001-69;LUPO S.A.;2024-03-01;1;26506;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-08;AP - Apresentação;;026506IPE010320240104542007-49;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1234479&numSequencia=759205&numVersao=1,,,,,,
43.948.405/0001-69;LUPO S.A.;2024-04-01;1;26506;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-08;AP - Apresentação;;026506IPE010420240104542007-93;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1234481&numSequencia=759207&numVersao=1,,,,,,
43.948.405/0001-69;LUPO S.A.;2024-05-01;1;26506;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-10;AP - Apresentação;;026506IPE010520240104545307-00;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1248070&numSequencia=772796&numVersao=1,,,,,,
43.948.405/0001-69;LUPO S.A.;2024-06-01;1;26506;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-17;AP - Apresentação;;026506IPE010620240104549001-83;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1260443&numSequencia=785169&numVersao=1,,,,,,
43.948.405/0001-69;LUPO S.A.;2024-07-01;1;26506;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-09;AP - Apresentação;;026506IPE010720240104551304-47;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1269913&numSequencia=794639&numVersao=1,,,,,,
43.948.405/0001-69;LUPO S.A.;2024-07-01;2;26506;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-23;RE - Reapresentação Espontânea;Abertura de testamento.;026506IPE010720240204551304-47;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1275196&numSequencia=799922&numVersao=2,,,,,,
43.948.405/0001-69;LUPO S.A.;2024-08-01;1;26506;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-11;AP - Apresentação;;026506IPE010820240104554606-34;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1281265&numSequencia=805991&numVersao=1,,,,,,
43.948.405/0001-69;LUPO S.A.;2024-09-01;1;26506;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-01;AP - Apresentação;;026506IPE010920240104556606-81;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1286789&numSequencia=811515&numVersao=1,,,,,,
44.854.238/0001-50;PARSAN S.A.;2024-01-01;1;27448;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-02;AP - Apresentação;;027448IPE010120240104532404-65;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1189235&numSequencia=713961&numVersao=1,,,,,,
44.854.238/0001-50;PARSAN S.A.;2024-01-01;2;27448;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-16;RE - Reapresentação Espontânea;Ofício nº 33/2024/CVM/SEP/GEA-2;027448IPE010120240204532404-65;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1195784&numSequencia=720510&numVersao=2,,,,,,
45.242.914/0001-05;C&A MODAS S.A.;2024-01-01;2;24848;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-08;RE - Reapresentação Espontânea;Adicional de ações na Diretoria.;024848IPE010120240204533105-51;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1205145&numSequencia=729871&numVersao=2,,,,,,
45.242.914/0001-05;C&A MODAS S.A.;2024-02-01;1;24848;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-08;AP - Apresentação;;024848IPE010220240104535903-30;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1205147&numSequencia=729873&numVersao=1,,,,,,
45.242.914/0001-05;C&A MODAS S.A.;2024-03-01;1;24848;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-10;AP - Apresentação;;024848IPE010320240104539203-98;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1220664&numSequencia=745390&numVersao=1,,,,,,
45.242.914/0001-05;C&A MODAS S.A.;2024-04-01;1;24848;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-10;AP - Apresentação;;024848IPE010420240104542204-20;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1236692&numSequencia=761418&numVersao=1,,,,,,
45.242.914/0001-05;C&A MODAS S.A.;2024-05-01;2;24848;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-10;RE - Reapresentação Espontânea;Retirada do Conselho Fiscal;024848IPE010520240204545304-27;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1258581&numSequencia=783307&numVersao=2,,,,,,
45.242.914/0001-05;C&A MODAS S.A.;2024-06-01;1;24848;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-10;AP - Apresentação;;024848IPE010620240104548303-99;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1258574&numSequencia=783300&numVersao=1,,,,,,
45.242.914/0001-05;C&A MODAS S.A.;2024-07-01;1;24848;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-12;AP - Apresentação;;024848IPE010720240104551604-20;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1270580&numSequencia=795306&numVersao=1,,,,,,
45.242.914/0001-05;C&A MODAS S.A.;2024-08-01;1;24848;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-10;AP - Apresentação;;024848IPE010820240104554503-34;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1280793&numSequencia=805519&numVersao=1,,,,,,
45.242.914/0001-05;C&A MODAS S.A.;2024-09-01;1;24848;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-10;AP - Apresentação;;024848IPE010920240104557503-83;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1290547&numSequencia=815273&numVersao=1,,,,,,
45.365.558/0001-09;VITTIA S.A.;2024-01-01;1;25763;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-05;AP - Apresentação;;025763IPE010120240104532704-47;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1189805&numSequencia=714531&numVersao=1,,,,,,
45.365.558/0001-09;VITTIA S.A.;2024-02-01;1;25763;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-07;AP - Apresentação;;025763IPE010220240104535803-46;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1204405&numSequencia=729131&numVersao=1,,,,,,
45.365.558/0001-09;VITTIA S.A.;2024-03-01;1;25763;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-10;AP - Apresentação;;025763IPE010320240104539201-69;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1220359&numSequencia=745085&numVersao=1,,,,,,
45.365.558/0001-09;VITTIA S.A.;2024-04-01;2;25763;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-17;RE - Reapresentação Espontânea;Erro por conta do arredondamento de ações em função da bonificação de ações, que gerou algumas ações quebradas.;025763IPE010420240204542103-45;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1240034&numSequencia=764760&numVersao=2,,,,,
45.365.558/0001-09;VITTIA S.A.;2024-05-01;2;25763;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-10;RE - Reapresentação Espontânea;Inclusão do cônjuge da vice-presidente do Conselho de Administração.;025763IPE010520240204544903-58;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1248518&numSequencia=773244&numVersao=2,,,,,,
45.365.558/0001-09;VITTIA S.A.;2024-06-01;1;25763;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-10;AP - Apresentação;;025763IPE010620240104548303-88;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1258622&numSequencia=783348&numVersao=1,,,,,,
45.365.558/0001-09;VITTIA S.A.;2024-06-01;2;25763;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-10;RE - Reapresentação Espontânea;Inclusão de negociação do Paulo Reis que percebi que não havia sido salva em junho.;025763IPE010620240204548303-88;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1280909&numSequencia=805635&numVersao=2,,,,,,
45.365.558/0001-09;VITTIA S.A.;2024-07-01;1;25763;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-09;AP - Apresentação;;025763IPE010720240104551304-16;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1269903&numSequencia=794629&numVersao=1,,,,,,
45.365.558/0001-09;VITTIA S.A.;2024-08-01;1;25763;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-10;AP - Apresentação;;025763IPE010820240104554504-42;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1280983&numSequencia=805709&numVersao=1,,,,,,
45.365.558/0001-09;VITTIA S.A.;2024-09-01;1;25763;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-10;AP - Apresentação;;025763IPE010920240104557504-90;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1290735&numSequencia=815461&numVersao=1,,,,,,
45.365.558/0001-09;VITTIA S.A.;2024-10-01;1;25763;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-07;AP - Apresentação;;025763IPE011020240104560304-59;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1300256&numSequencia=824982&numVersao=1,,,,,,
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-01-01;2;20346;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-07;RE - Reapresentação Espontânea;Correção de movimentações;020346IPE010120240204532805-94;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1247606&numSequencia=772332&numVersao=2,,,,,,
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-02-01;1;20346;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-04;AP - Apresentação;;020346IPE010220240104535507-62;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1202373&numSequencia=727099&numVersao=1,,,,,,
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-03-01;1;20346;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-08;AP - Apresentação;;020346IPE010320240104539006-02;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1219117&numSequencia=743843&numVersao=1,,,,,,
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-04-01;1;20346;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-08;AP - Apresentação;;020346IPE010420240104542007-10;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1234444&numSequencia=759170&numVersao=1,,,,,,
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-05-01;1;20346;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-10;AP - Apresentação;;020346IPE010520240104545301-80;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1248142&numSequencia=772868&numVersao=1,,,,,,
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-06-01;1;20346;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-10;AP - Apresentação;;020346IPE010620240104548303-97;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1258649&numSequencia=783375&numVersao=1,,,,,,
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-07-01;1;20346;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-09;AP - Apresentação;;020346IPE010720240104551303-96;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1269859&numSequencia=794585&numVersao=1,,,,,,
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-08-01;1;20346;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-10;AP - Apresentação;;020346IPE010820240104554503-49;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1280783&numSequencia=805509&numVersao=1,,,,,,
